W10_5mb	W20_5mb	W30_5mb	W40_5mb	W50_5mb	W60_5mb	W70_5mb	W80_5mb	W90_5mb	W100_5mb	total_5mb	stdev_5mb	mean_5mb	n_stdev_5mb	n_mean_5mb	W10_2mb	W20_2mb	W30_2mb	W40_2mb	W50_2mb	W60_2mb	W70_2mb	W80_2mb	W90_2mb	W100_2mb	total_2mb	stdev_2mb	mean_2mb	n_stdev_2mb	n_mean_2mb	W10_1mb	W20_1mb	W30_1mb	W40_1mb	W50_1mb	W60_1mb	W70_1mb	W80_1mb	W90_1mb	W100_1mb	total_1mb	stdev_1mb	mean_1mb	n_stdev_1mb	n_mean_1mb	W10_0.8mb	W20_0.8mb	W30_0.8mb	W40_0.8mb	W50_0.8mb	W60_0.8mb	W70_0.8mb	W80_0.8mb	W90_0.8mb	W100_0.8mb	total_0.8mb	stdev_0.8mb	mean_0.8mb	n_stdev_0.8mb	n_mean_0.8mb	W10_0.6mb	W20_0.6mb	W30_0.6mb	W40_0.6mb	W50_0.6mb	W60_0.6mb	W70_0.6mb	W80_0.6mb	W90_0.6mb	W100_0.6mb	total_0.6mb	stdev_0.6mb	mean_0.6mb	n_stdev_0.6mb	n_mean_0.6mb	W10_0.4mb	W20_0.4mb	W30_0.4mb	W40_0.4mb	W50_0.4mb	W60_0.4mb	W70_0.4mb	W80_0.4mb	W90_0.4mb	W100_0.4mb	total_0.4mb	stdev_0.4mb	mean_0.4mb	n_stdev_0.4mb	n_mean_0.4mb	W10_0.2mb	W20_0.2mb	W30_0.2mb	W40_0.2mb	W50_0.2mb	W60_0.2mb	W70_0.2mb	W80_0.2mb	W90_0.2mb	W100_0.2mb	total_0.2mb	stdev_0.2mb	mean_0.2mb	n_stdev_0.2mb	n_mean_0.2mb	unmap	map	supp	dup	mq	read2	good	p_unmap	p_map	p_supp	p_dup	p_mq	p_read2	p_good	sample_name
0.14467697907188354	0.00272975432211101	0.017288444040036398	0.02001819836214741	0.2802547770700637	0.3184713375796178	0.00545950864422202	0.007279344858962694	0.0009099181073703367	0.20291173794358508	1099	879.6742413555307	2099.3021582733813	552.8523312783592	22.108153078203	0.14322723908216134	0.0044411547002220575	0.01998519615099926	0.019615099925980758	0.2871946706143597	0.3097705403404885	0.006661732050333087	0.004071058475203553	0.0025906735751295338	0.2024426350851221	2702	422.3218617829963	854.9544792425346	275.89075906757074	3.6064217146640183	0.14469273743016758	0.00409683426443203	0.01880819366852886	0.026256983240223464	0.2681564245810056	0.3113594040968343	0.016201117318435754	0.005027932960893855	0.00223463687150838	0.2031657355679702	5370	245.1254675793062	430.6731296872142	165.85030841661563	0.8185123966942148	0.14587674903245013	0.0035724918130395954	0.020541827924977676	0.030961595713009826	0.2569217028877642	0.3119976183387913	0.019053289669544508	0.004912176242929443	0.00253051503423638	0.2036320333432569	6718	204.09536980578494	344.56198830409363	134.69945728182654	0.4926635822868473	0.16877069536423842	0.0015521523178807946	0.0034147350993377484	0.026800496688741723	0.2553807947019868	0.2918046357615894	0.03228476821192053	0.004346026490066225	0.0037251655629139072	0.2119205298013245	9664	146.72504905024118	235.6370806709265	117.5092336575032	0.3468093539437178	0.14565868263473053	0.004865269461077845	0.020808383233532936	0.05576347305389222	0.2349550898203593	0.2735778443113773	0.0498502994011976	0.0067365269461077855	0.002470059880239521	0.20531437125748506	13360	123.99877495364431	173.49952335557674	91.2829319746346	0.15683814303638646	0.14543133868909078	0.007020046550041294	0.030970793603123364	0.07936031233576095	0.1920189203393648	0.2322246414896013	0.08495382536226444	0.0167429987236279	0.004317140926495983	0.2069599819806292	26638	78.13516313179159	87.44330691325408	61.35975697640785	0.0547560895108588	2741	1173415	610	305790	81428	392159	393428	0.002330473168525264	0.9976695268314748	0.0005186386839840973	0.25999102159917564	0.06923231272042144	0.33342430765986825	0.3345032461680253	HG00268x01PE20401
0.21201091901728844	0.004549590536851683	0.003639672429481347	0.003639672429481347	0.19927206551410373	0.30118289353958144	0.010009099181073705	0.01637852593266606	0.00272975432211101	0.24658780709736125	1099	552.494589123246	1398.1196043165467	322.52979197654264	13.85440931780366	0.21486686390532544	0.003328402366863905	0.0036982248520710053	0.00517751479289941	0.21042899408284024	0.2806952662721893	0.011094674556213015	0.015162721893491125	0.004437869822485207	0.2511094674556213	2704	256.696133248573	569.3084486525855	157.37175352359802	2.063555114200596	0.2157884937628002	0.003537516291193446	0.0050269968348538455	0.015453360640476638	0.20796872090858312	0.25656302364550365	0.02383168869856637	0.013591509960901136	0.004096071495066096	0.2541426177620555	5371	145.65093819520203	286.8972013901591	92.52569898975374	0.4700826446280992	0.2163289630512515	0.0029797377830750892	0.004767580452920143	0.021454112038140644	0.20143027413587605	0.25029797377830754	0.03054231227651967	0.012365911799761622	0.004469606674612634	0.2553635280095352	6712	121.2551687673382	229.6038011695906	75.89701169807465	0.2856576338400529	0.2008900848685572	0.0026909542537776857	0.0058993997102049275	0.038190850755537166	0.20275305319809564	0.24705030014489754	0.046367211757400134	0.0031049472158973302	0.0031049472158973302	0.24994825087973505	9662	83.71893690233574	157.0969448881789	65.707477465118	0.20352754657154185	0.21770388676701866	0.003370029206919793	0.006440500262113383	0.04470905414513592	0.17389350707706133	0.21418407848423576	0.06208342694525575	0.01490301804837864	0.0065902793379764854	0.2561222197259043	13353	72.12570245797556	115.79196304172471	50.55176503879135	0.09733870435184573	0.21656960360698851	0.0065376667292879964	0.02126620326883337	0.06353560022543678	0.13124178095059175	0.17681758406913395	0.08803306406161937	0.02915649070073267	0.01097125681006951	0.25587074957730604	26615	44.856416285181226	58.53933656245413	34.34493023958841	0.03468875833388343	2224	780179	392	184834	50412	271635	272906	0.0028425248880691923	0.9971574751119308	0.0005010205737963684	0.2362388692272397	0.0644322682811799	0.3471804172530013	0.34880489977671353	HG00268x01PE20402
0.2370100273473109	0.01367365542388332	0.019143117593436645	0.06472196900638104	0.15587967183226986	0.15861440291704648	0.05925250683682772	0.02734731084776664	0.008204193254329991	0.2561531449407475	1097	45.037771371006144	98.72571942446044	29.97918297907411	0.8053244592346089	0.2318786982248521	0.026627218934911243	0.03698224852071006	0.07100591715976333	0.09837278106508876	0.13794378698224852	0.08542899408284024	0.03402366863905325	0.02403846153846154	0.25369822485207105	2704	22.51859103700653	40.77312454479242	16.71871966202196	0.11055941741145316	0.23697037870266216	0.03562054743157105	0.047806524184476944	0.05605549306336708	0.06992875890513686	0.11548556430446195	0.09355080614923136	0.044244469441319836	0.04236970378702662	0.2579677540307462	5334	14.136251039475427	21.056703859520763	11.348416427733891	0.026115702479338844	0.2461096842423327	0.029913884272548725	0.05212267714156217	0.054388880495543135	0.057561565191116486	0.11134612479226468	0.0879286901344614	0.047590270433600236	0.04502190663242182	0.26801631666414866	6619	12.322287422253215	17.056286549707607	10.147956593580655	0.014276272306675481	0.2599424245655187	0.021430856168034973	0.05661584390659985	0.061307175605075176	0.04168887941145112	0.10683441731527883	0.08039236592387249	0.038063759462629285	0.033692291289050005	0.3000319863524896	9379	9.461781970288236	11.903154952076678	8.738385556804912	0.012088783194609593	0.3014365522745411	0.007661612130885873	0.03519553072625698	0.049720670391061456	0.02569832402234637	0.10758180367118916	0.07549880287310455	0.03806863527533919	0.024660814046288903	0.3344772545889864	12530	8.139774548073058	9.114614651316273	7.036387346987251	0.0042263752228752565	0.3484660823170732	0.0010003810975609756	0.013576600609756096	0.032679115853658534	0.008860518292682926	0.10084794207317073	0.0530201981707317	0.019197789634146343	0.01014672256097561	0.4122046493902439	20992	5.5539538838133	5.1198811096433285	4.9575546562124435	0.0016502739454749488	311	54283	21	7217	3272	21855	21918	0.005696596695607576	0.9943034033043924	0.00038465765468732833	0.13219401399421182	0.05993332600652086	0.4003187163424552	0.4014726893065172	HG00268x01PE20403
0.13193812556869886	0.004549590536851683	0.004549590536851683	0.00545950864422202	0.22020018198362148	0.1692447679708826	0.01091901728844404	0.044585987261146494	0.00818926296633303	0.40036396724294815	1099	461.3418581917979	1048.5557553956835	283.6231615493552	11.207154742096504	0.1338757396449704	0.002218934911242604	0.002958579881656805	0.014423076923076926	0.194896449704142	0.1823224852071006	0.013313609467455622	0.04474852071005917	0.0055473372781065095	0.4056952662721893	2704	221.95343273803792	427.2964311726147	147.45078570768342	1.74809665673618	0.1357036485480268	0.0016753536857781086	0.003536857781087118	0.029411764705882356	0.1690245718540581	0.1721891288160834	0.03201787043931496	0.04113924050632911	0.008376768428890544	0.4069247952345495	5372	130.33722317812575	215.5236875800256	91.83750249469784	0.408099173553719	0.13615373156561894	0.0022344704305079697	0.004766870251750335	0.0370922091464323	0.15775361239386265	0.16698942350662893	0.040369432444510654	0.03798599731863549	0.009980634589602263	0.4066736183524505	6713	109.0654885871434	172.54926900584798	75.85049135005444	0.248512888301388	0.1304617933319528	0.001967281010561193	0.008490370677158831	0.04504038103126942	0.1542762476703251	0.16566576931041624	0.04255539449161317	0.010561192793539035	0.005280596396769518	0.4357009732863947	9658	79.02113811171726	118.1295926517572	66.96344927357828	0.1710265556876734	0.1363534256832647	0.002770497940846125	0.013852489704230626	0.050243354548858116	0.12631973043803818	0.1450393111194309	0.0634219393485586	0.03811306626731562	0.016548109322351182	0.4073380756271059	13355	67.82727266971797	87.16367236195644	52.24494747598977	0.07838605296176451	0.13524066982053015	0.009761958399038822	0.028760231283322068	0.05958549222797928	0.08815799354208906	0.1183449725914245	0.0781707591799955	0.04648194037696178	0.029023053240219268	0.4064729293384396	26634	43.575846325874345	44.20570967268458	35.47350519005429	0.02640438312759918	1854	585241	299	149489	39510	197441	198502	0.0031579216310818523	0.996842078368918	0.0005092872533406008	0.2546248903499433	0.06729745611868608	0.3363016206917109	0.3381088239552372	HG00268x01PE20404
0.19654231119199272	0.015468607825295725	0.030027297543221112	0.02001819836214741	0.2010919017288444	0.20382165605095545	0.059144676979071886	0.04367606915377616	0.02456778889899909	0.20564149226569609	1099	817.5306120503542	1695.1267985611512	458.370009781601	18.692179700499167	0.2030381622823268	0.01519081141163394	0.03593923675435346	0.02593553167839941	0.1771026306039274	0.19636902556502409	0.05224157095220452	0.040755835494627635	0.021489440533530937	0.23193775472397185	2699	377.05144643714203	690.5003641660597	213.6664684489352	2.93545183714002	0.2137619853355894	0.01654446324497086	0.031020868584320363	0.026132731716488063	0.16864072194021432	0.1887572852039857	0.04230118443316413	0.03722504230118443	0.02143260011280316	0.2541831171272796	5319	209.7408627501321	347.9903054691788	119.16589785037607	0.6828099173553719	0.21581648053124056	0.015092061575611231	0.030184123151222462	0.029580440688198012	0.1648053124056746	0.1838213099909448	0.0418050105644431	0.03637186839722306	0.020223362511319048	0.2623000301841232	6626	172.66984660246638	278.4589181286549	94.99242140857622	0.419960343688037	0.2328477939624235	0.008655267046654	0.012032932235592146	0.03134895503483217	0.1631834494405742	0.192738019843783	0.042854127084652735	0.015516149461684609	0.014566181127295756	0.2862571247625079	9474	118.95442394514832	190.48023162939296	82.84762250904666	0.2669441141498217	0.22404624277456647	0.013179190751445087	0.027360308285163774	0.04292870905587669	0.14219653179190753	0.17171483622350675	0.05032755298651252	0.03136801541425819	0.018959537572254336	0.2779190751445087	12975	98.75904523029259	140.32323824888172	60.14813426173925	0.12870633295912304	0.2254451126046457	0.014109971308414888	0.030145816138034038	0.059033918956097935	0.11716385646346734	0.14664151240026727	0.06925283968085524	0.0311284046692607	0.018433360845812208	0.28864520693314466	25443	58.72677272523535	70.82779245559959	40.13704146053725	0.045382533500561095	2321	947527	275	247196	55737	321642	322677	0.002443548862554851	0.9975564511374452	0.00028952000741171223	0.26024795546234764	0.05867991510220584	0.3386247062687925	0.33971435429668745	HG00268x01PE20405
0.2948134667879891	0.01910828025477707	0.023657870791628757	0.0646041856232939	0.1692447679708826	0.1592356687898089	0.04094631483166515	0.033666969972702465	0.03093721565059145	0.1637852593266606	1099	1295.233557276305	2413.1187050359713	748.3036440801526	28.04242928452579	0.3124536693847294	0.015567086730911787	0.026686434395848776	0.0463306152705708	0.17049666419570053	0.15937731653076356	0.031875463306152714	0.03372868791697554	0.023721275018532245	0.17976278724981468	2698	619.3140667374095	983.3244719592134	380.7874309233834	4.666004634227077	0.3263157894736842	0.014661654135338346	0.022368421052631583	0.03646616541353384	0.16165413533834586	0.162593984962406	0.03421052631578948	0.02556390977443609	0.01879699248120301	0.1973684210526316	5320	354.13357398881766	495.3888787269069	223.64360516620368	1.0722314049586776	0.33277970708138305	0.014192963913634303	0.01811867733655443	0.036388343650913486	0.16140721727313906	0.1573305148724143	0.03563339876189038	0.02340329155971614	0.017665710403140567	0.20308017514721424	6623	292.57045478336175	396.3207602339182	180.25854226138526	0.6466622604097819	0.3571127502634352	0.012539515279241308	0.01780821917808219	0.033192834562697573	0.14204425711275026	0.14025289778714434	0.02370916754478398	0.012118018967334035	0.012328767123287673	0.24889357218124344	9490	208.1060329652757	271.0161741214057	157.20939349595082	0.4319262782401903	0.3450057848052449	0.01126108754338604	0.014809101426918629	0.03902815271885846	0.14816814500578482	0.15634400308522947	0.0370998843038951	0.02267643655996915	0.013420748168145006	0.21218665638256845	12965	174.38797947688496	199.51426266774214	121.43888362332184	0.20299808492372715	0.3533870017671313	0.010838405654820341	0.01511879049676026	0.044767327704692716	0.12958963282937366	0.14058511682701744	0.053092479874337316	0.02159827213822894	0.010995483997643827	0.2200274887099941	25465	107.56062100330088	100.46924996330543	80.89964116754095	0.06561489207208397	3622	1350119	731	355346	90953	450704	452385	0.002675548720176164	0.9973244512798238	0.0005399851227081104	0.2624918651352068	0.06718641158094495	0.3329322226334284	0.3341739668075356	HG00268x01PE20406
0.07370336669699727	0.010009099181073705	0.025477707006369428	0.01364877161055505	0.18926296633303	0.3093721565059145	0.007279344858962694	0.011828935395814377	0.00545950864422202	0.35395814376706103	1099	727.1373540378685	1727.1726618705036	445.68272439816775	17.960066555740433	0.07652495378927911	0.005914972273567467	0.028465804066543438	0.014048059149722736	0.20591497227356748	0.2868761552680222	0.011829944547134937	0.0121996303142329	0.0044362292051756	0.3537892791127541	2705	350.0418886189727	703.3812818645301	234.29479882097075	2.819265143992056	0.07835473664619393	0.00595570444816676	0.0249395123766983	0.02065884980457845	0.21105527638190955	0.26279545877535826	0.02419504932067746	0.012655871952354365	0.005397357156151126	0.3539921831379117	5373	207.1341453286019	354.41265776477036	148.57279837719508	0.632396694214876	0.07892777364110201	0.006552494415487714	0.02486969471332837	0.024571854058078928	0.20744601638123605	0.2540580789277737	0.031422189128816086	0.012211466865227104	0.004318689501116903	0.3556217423678332	6715	174.7525198348781	283.5811403508772	125.44174762118315	0.3769993390614673	0.11232933388498137	0.0017583781547372776	0.003103020273065784	0.025548200248241625	0.20345469590401324	0.2565163425734381	0.04716590815059992	0.006412908564335954	0.003309888291270169	0.3404013239553165	9668	126.90028246554635	193.9779353035144	108.89025568438936	0.2565398335315101	0.08007783265978148	0.0063613231552162855	0.023424637030384672	0.048944768747193536	0.18238287681484808	0.221299206705583	0.0630893578805568	0.012797485406376293	0.004939380332285586	0.3566831312677743	13362	109.41127840758566	142.8894918237149	86.23628771913783	0.11668757841907153	0.08127699530516433	0.007361502347417841	0.03188732394366197	0.07297652582159625	0.14411267605633804	0.18508920187793426	0.08570892018779343	0.02610328638497653	0.007699530516431925	0.35778403755868543	26625	70.8613630551082	72.11195508586528	59.10421187095106	0.042114991088520695	4085	963195	416	230370	61946	334539	335924	0.004223182532462162	0.995776817467538	0.00043007195434620793	0.238162682987346	0.06404143577867835	0.34585538830535106	0.34728723844181625	HG00268x01PE20407
0.05469462169553328	0.023701002734731084	0.032816773017319965	0.06289881494986327	0.13855970829535094	0.20783956244302645	0.07019143117593436	0.022789425706472195	0.05834092980856882	0.3281677301731996	1097	184.1140094545314	330.3561151079137	138.48073132249476	3.737936772046589	0.060348019252128834	0.018511662347278787	0.039985190670122184	0.06923361717882266	0.134394668641244	0.1643835616438356	0.09663087745279526	0.036653091447612	0.053683820807108484	0.3261754905590522	2701	98.5290461641514	135.06955571740713	79.79780344373233	0.5875537901357166	0.06378217083177919	0.02443118239462887	0.04345393509884372	0.07385303991048116	0.10742260350615443	0.15106303618052966	0.1042521447221186	0.048302872062663184	0.05501678478179784	0.3284222305110033	5362	64.01417567601386	68.51746844704591	54.97076698865354	0.13917355371900827	0.06623803827751196	0.024072966507177038	0.046949760765550234	0.07520933014354067	0.10047846889952153	0.1444377990430622	0.10616028708133972	0.04919258373205742	0.05936004784688995	0.3279007177033493	6688	56.048202370016746	55.009649122807026	48.54444627401482	0.08248512888301388	0.06788971807628524	0.02767412935323383	0.05597014925373135	0.07918739635157546	0.0896558872305141	0.13857794361525705	0.10416666666666667	0.06322553897180762	0.06654228855721392	0.3071102819237148	9648	44.411154298638436	37.8314696485623	42.08805939009185	0.06430836305984937	0.08032219211081	0.027777777777777776	0.05277024992472147	0.06549232158988258	0.07610659439927732	0.12541403191809694	0.10147545919903644	0.0662451068955134	0.07189099668774465	0.33250526949713943	13284	38.051140886592	28.166532228496003	34.21473402082961	0.026480882255827776	0.12320384213176346	0.016886788798946513	0.04717456136953407	0.055346837600216886	0.044773229017390295	0.1163096944110926	0.09628568108757116	0.05441728959293544	0.05685735311204927	0.3887447228785003	25819	26.226141931371068	14.664171436958757	23.959328557819482	0.010858802561225164	1810	182819	75	38164	11132	66599	66849	0.009803443662696542	0.9901965563373034	0.00040622004127195617	0.2067064220680392	0.060293886659192227	0.36071798038228015	0.36207204718652003	HG00268x01PE20408
0.18926296633303	0.009099181073703366	0.0272975432211101	0.0272975432211101	0.16014558689717925	0.19472247497725206	0.022747952684258416	0.02001819836214741	0.012738853503184714	0.3366696997270245	1099	877.0129222598865	1967.4190647482012	528.8606811407293	19.594841930116477	0.1915680473372781	0.013313609467455622	0.02551775147928994	0.02625739644970414	0.15643491124260356	0.1934171597633136	0.019230769230769232	0.022189349112426038	0.012943786982248521	0.3391272189349113	2704	411.4127224613213	801.0145666423889	247.76010804673848	2.9291625289639187	0.19661143176317256	0.014894805436603984	0.024948799106311675	0.026252094582014524	0.15714019735617205	0.17408303854030907	0.027555390057717368	0.02345931856265128	0.01787376652392478	0.3371811580711227	5371	233.60750040400032	403.450887141028	144.6708622549168	0.6471074380165289	0.19985096870342767	0.014456035767511175	0.023397913561847988	0.027272727272727268	0.15454545454545454	0.17451564828614008	0.02831594634873324	0.020566318926974664	0.021907600596125187	0.3351713859910581	6710	193.8298243570433	322.79181286549715	117.051299983081	0.3887640449438202	0.222578642384106	0.013451986754966887	0.012210264900662252	0.025041390728476817	0.15221440397350994	0.1734271523178808	0.029697847682119208	0.011589403973509934	0.021109271523178808	0.3386796357615894	9664	133.9547985654737	220.75768769968047	101.2485218859388	0.2878517637732857	0.20450801258050025	0.015575857420997452	0.02254006290250112	0.03661824172532575	0.1341171184663771	0.16159952074284858	0.042908491837651636	0.023064250411861616	0.026434027257750486	0.332634416654186	13354	113.83846466856492	162.57065336950942	76.72080167171204	0.13161196592484978	0.20603318250377076	0.018514328808446456	0.024698340874811462	0.050678733031674215	0.10878582202111614	0.1388763197586727	0.06195324283559577	0.025791855203619908	0.03412518853695324	0.33054298642533936	26520	69.87879307024718	81.96624100983414	51.847060314837506	0.047428873192950034	2151	1099398	502	288262	69903	369708	371023	0.0019527047820841375	0.998047295217916	0.0004557218970740294	0.2616878595505057	0.0634588202612866	0.33562556000686306	0.3368193335021865	HG00268x01PE20409
0.2329390354868062	0.006369426751592357	0.03639672429481346	0.014558689717925387	0.26387625113739765	0.31574158325750684	0.004549590536851683	0.011828935395814377	0.0018198362147406734	0.11191992720655143	1099	1203.3572002950011	3006.937949640288	715.4380309946057	30.37936772046589	0.2385355029585799	0.002588757396449705	0.036242603550295856	0.011464497041420118	0.2718195266272189	0.3025147928994083	0.008136094674556213	0.009985207100591715	0.002958579881656805	0.11575443786982248	2704	561.2505218423004	1223.5884923525127	348.5805521688937	4.480304534922211	0.2392558139534884	0.004651162790697674	0.03367441860465116	0.018604651162790697	0.26269767441860464	0.2952558139534884	0.015255813953488372	0.010232558139534885	0.002604651162790697	0.11776744186046513	5375	319.7315105987132	616.0281690140845	204.53540648382275	1.0259504132231403	0.2397678225926477	0.0044649501413900885	0.031701146003869626	0.023366572406608128	0.26075308825718113	0.28903110581931835	0.019496948950736715	0.0102693853251972	0.0025301384134543826	0.11861884208959668	6719	265.3987877032082	492.7470760233918	166.3456674584541	0.6354263053536021	0.2567176519222819	0.002687060768912774	0.0034105002066969823	0.022323274080198432	0.26395204630012403	0.2988838362959901	0.028214138073584125	0.0020669698222405947	0.0007234394377842084	0.12102108309218686	9676	184.31352840773258	336.8575279552716	144.98545401756024	0.4288545382481173	0.24043634190077706	0.005005977286312014	0.030185295875672445	0.04131799163179916	0.23961446503287506	0.2712193664076509	0.03885236102809325	0.00986252241482367	0.003511655708308428	0.119994022713688	13384	158.27174061268312	247.86697954095482	112.5314754581077	0.1942151489136895	0.2421664167916042	0.005997001499250375	0.02987256371814093	0.0681784107946027	0.2034857571214393	0.24122938530734636	0.07001499250374812	0.013305847076461768	0.004347826086956522	0.12140179910044978	26680	98.77216737615437	124.67319829737266	76.12341309161309	0.06587893590335996	3259	1680135	778	419404	106959	575436	577558	0.0019359698323743579	0.9980640301676256	0.0004621615617021327	0.2491419121132664	0.06353771012609051	0.34183084886841697	0.3430913974981496	HG00268x01PE20410
